[github.com/flipped-aurora/gin-vue-admin/server]2026-08-25 09:36:07.780	[34minfo[0m	C:/Users/18089/Desktop/MSTN/msrc-admin/server/initialize/gorm.go:96	register table success	{"node": "", "app_id": "", "env": "", "mod": "system", "request_id": "", "trace_id": "", "device_id": "", "client_ip": "", "http_method": "", "http_path": ""}
[github.com/flipped-aurora/gin-vue-admin/server]2026-08-25 09:36:07.781	[34minfo[0m	C:/Users/18089/Desktop/MSTN/msrc-admin/server/service/system/sys_timed_task.go:122	定时任务加载完成, 共 2 条	{"node": "", "app_id": "", "env": "", "mod": "timedTask", "request_id": "", "trace_id": "", "device_id": "", "client_ip": "", "http_method": "", "http_path": ""}
[github.com/flipped-aurora/gin-vue-admin/server]2026-08-25 09:36:07.783	[34minfo[0m	C:/Users/18089/Desktop/MSTN/msrc-admin/server/initialize/redis.go:35	redis connect ping response:	{"node": "", "app_id": "", "env": "", "name": "", "pong": "PONG", "mod": "system", "request_id": "", "trace_id": "", "device_id": "", "client_ip": "", "http_method": "", "http_path": ""}
[github.com/flipped-aurora/gin-vue-admin/server]2026-08-25 09:36:07.783	[34minfo[0m	C:/Users/18089/Desktop/MSTN/msrc-admin/server/initialize/gva_cache.go:15	GVA_CACHE 使用 Redis 后端	{"node": "", "app_id": "", "env": "", "mod": "system", "request_id": "", "trace_id": "", "device_id": "", "client_ip": "", "http_method": "", "http_path": ""}
[github.com/flipped-aurora/gin-vue-admin/server]2026-08-25 09:36:07.791	[34minfo[0m	C:/Users/18089/Desktop/MSTN/msrc-admin/server/initialize/router.go:68	register swagger handler	{"node": "", "app_id": "", "env": "", "mod": "system", "request_id": "", "trace_id": "", "device_id": "", "client_ip": "", "http_method": "", "http_path": ""}
[github.com/flipped-aurora/gin-vue-admin/server]2026-08-25 09:36:07.932	[34minfo[0m	C:/Users/18089/Desktop/MSTN/msrc-admin/server/initialize/router.go:125	router register success	{"node": "", "app_id": "", "env": "", "mod": "system", "request_id": "", "trace_id": "", "device_id": "", "client_ip": "", "http_method": "", "http_path": ""}
[github.com/flipped-aurora/gin-vue-admin/server]2026-08-25 09:36:27.156	[34minfo[0m	C:/Users/18089/Desktop/MSTN/msrc-admin/server/middleware/access_log.go:114	请求完成	{"node": "", "app_id": "", "env": "", "http_route": "/menu/getMenu", "http_status": 200, "latency_ms": 16, "bytes_in": 0, "bytes_out": 27868, "user_id": 1, "authority_id": 888, "error": false, "ua": "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0", "req_query": "", "req_headers": {"Accept":"application/json, text/plain, */*","Accept-Encoding":"gzip, deflate, br, zstd","Accept-Language":"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","Connection":"close","Content-Length":"0","Cookie":"***","Origin":"http://localhost:8080","Referer":"http://localhost:8080/","Sec-Ch-Ua":"\"Not=A?Brand\";v=\"99\", \"Microsoft Edge\";v=\"151\", \"Chromium\";v=\"151\"","Sec-Ch-Ua-Mobile":"?0","Sec-Ch-Ua-Platform":"\"Windows\"","Sec-Fetch-Dest":"empty","Sec-Fetch-Mode":"cors","Sec-Fetch-Site":"same-origin","User-Agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0","X-Token":"***"}, "req_body": "", "resp_data": "[超出记录长度]", "mod": "http", "request_id": "040f32de-6fd0-48e4-a923-a65d7555e877", "trace_id": "bb9def442ef0ee356026b773130b3905", "device_id": "", "client_ip": "127.0.0.1", "http_method": "POST", "http_path": "/menu/getMenu", "span_id": "328797a73b57c45a"}
[github.com/flipped-aurora/gin-vue-admin/server]2026-08-25 09:36:27.158	[34minfo[0m	C:/Users/18089/Desktop/MSTN/msrc-admin/server/middleware/access_log.go:114	请求完成	{"node": "", "app_id": "", "env": "", "http_route": "/user/getUserInfo", "http_status": 200, "latency_ms": 19, "bytes_in": 0, "bytes_out": 1669, "user_id": 1, "authority_id": 888, "error": false, "ua": "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0", "req_query": "", "req_headers": {"Accept":"application/json, text/plain, */*","Accept-Encoding":"gzip, deflate, br, zstd","Accept-Language":"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","Connection":"close","Cookie":"***","Referer":"http://localhost:8080/","Sec-Ch-Ua":"\"Not=A?Brand\";v=\"99\", \"Microsoft Edge\";v=\"151\", \"Chromium\";v=\"151\"","Sec-Ch-Ua-Mobile":"?0","Sec-Ch-Ua-Platform":"\"Windows\"","Sec-Fetch-Dest":"empty","Sec-Fetch-Mode":"cors","Sec-Fetch-Site":"same-origin","User-Agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0","X-Token":"***"}, "req_body": "", "resp_data": "[超出记录长度]", "mod": "http", "request_id": "e6494fad-6ed4-42b4-9ccc-d162ef746c01", "trace_id": "c18c931380083c8dd0a538b6cc2d9bc2", "device_id": "", "client_ip": "127.0.0.1", "http_method": "GET", "http_path": "/user/getUserInfo", "span_id": "277ff1622dcf8ade"}
[github.com/flipped-aurora/gin-vue-admin/server]2026-08-25 09:37:25.013	[34minfo[0m	C:/Users/18089/Desktop/MSTN/msrc-admin/server/middleware/access_log.go:114	请求完成	{"node": "", "app_id": "", "env": "", "http_route": "/api/v1/jobs/hot-words", "http_status": 200, "latency_ms": 1, "bytes_in": 0, "bytes_out": 40, "user_id": 0, "authority_id": 0, "error": false, "ua": "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0", "req_query": "", "req_headers": {"Accept":"application/json, text/plain, */*","Accept-Encoding":"gzip, deflate, br, zstd","Accept-Language":"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","Authorization":"***","Connection":"close","Cookie":"***","Referer":"http://localhost:8081/","Sec-Ch-Ua":"\"Not=A?Brand\";v=\"99\", \"Microsoft Edge\";v=\"151\", \"Chromium\";v=\"151\"","Sec-Ch-Ua-Mobile":"?0","Sec-Ch-Ua-Platform":"\"Windows\"","Sec-Fetch-Dest":"empty","Sec-Fetch-Mode":"cors","Sec-Fetch-Site":"same-origin","User-Agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0"}, "req_body": "", "resp_data": "{\"code\":0,\"data\":[],\"message\":\"success\"}", "mod": "http", "request_id": "3898c9a9-8907-4ac8-955f-64cedb2c90d7", "trace_id": "578b5e6fea2991a5e2a5cd6ba8b3a9bc", "device_id": "", "client_ip": "127.0.0.1", "http_method": "GET", "http_path": "/api/v1/jobs/hot-words", "span_id": "0a3dfe61d6adf016"}
[github.com/flipped-aurora/gin-vue-admin/server]2026-08-25 09:37:25.014	[34minfo[0m	C:/Users/18089/Desktop/MSTN/msrc-admin/server/middleware/access_log.go:114	请求完成	{"node": "", "app_id": "", "env": "", "http_route": "/api/v1/navigations", "http_status": 200, "latency_ms": 2, "bytes_in": 0, "bytes_out": 545, "user_id": 0, "authority_id": 0, "error": false, "ua": "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0", "req_query": "", "req_headers": {"Accept":"application/json, text/plain, */*","Accept-Encoding":"gzip, deflate, br, zstd","Accept-Language":"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","Authorization":"***","Connection":"close","Cookie":"***","Referer":"http://localhost:8081/","Sec-Ch-Ua":"\"Not=A?Brand\";v=\"99\", \"Microsoft Edge\";v=\"151\", \"Chromium\";v=\"151\"","Sec-Ch-Ua-Mobile":"?0","Sec-Ch-Ua-Platform":"\"Windows\"","Sec-Fetch-Dest":"empty","Sec-Fetch-Mode":"cors","Sec-Fetch-Site":"same-origin","User-Agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0"}, "req_body": "", "resp_data": "{\"code\":0,\"data\":[{\"addTime\":1786685707,\"display\":1,\"id\":1,\"sort\":1,\"title\":\"首页\",\"url\":\"/\"},{\"addTime\":1786685707,\"display\":1,\"id\":2,\"sort\":2,\"title\":\"找工作\",\"url\":\"/jobs\"},{\"addTime\":1786685707,\"display\":1,\"id\":3,\"sort\":3,\"title\":\"找企业\",\"url\":\"/companies\"},{\"addTime\":1786685707,\"display\":1,\"id\":4,\"sort\":4,\"title\":\"招聘会\",\"url\":\"/jobfairs\"},{\"addTime\":1786685707,\"display\":1,\"id\":5,\"sort\":5,\"title\":\"资讯\",\"url\":\"/news\"},{\"addTime\":1786685707,\"display\":1,\"id\":6,\"sort\":6,\"title\":\"帮助\",\"url\":\"/help\"}],\"message\":\"success\"}", "mod": "http", "request_id": "0e7f44e9-6642-4529-8342-d66e646c48a7", "trace_id": "b4c033d598f49e5dce27b0b57d587335", "device_id": "", "client_ip": "127.0.0.1", "http_method": "GET", "http_path": "/api/v1/navigations", "span_id": "f8922c976686625d"}
[github.com/flipped-aurora/gin-vue-admin/server]2026-08-25 09:37:25.014	[34minfo[0m	C:/Users/18089/Desktop/MSTN/msrc-admin/server/middleware/access_log.go:114	请求完成	{"node": "", "app_id": "", "env": "", "http_route": "/api/v1/jobs", "http_status": 200, "latency_ms": 2, "bytes_in": 0, "bytes_out": 3526, "user_id": 0, "authority_id": 0, "error": false, "ua": "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0", "req_query": "page=1&pageSize=10&order=last", "req_headers": {"Accept":"application/json, text/plain, */*","Accept-Encoding":"gzip, deflate, br, zstd","Accept-Language":"zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6","Authorization":"***","Connection":"close","Cookie":"***","Referer":"http://localhost:8081/","Sec-Ch-Ua":"\"Not=A?Brand\";v=\"99\", \"Microsoft Edge\";v=\"151\", \"Chromium\";v=\"151\"","Sec-Ch-Ua-Mobile":"?0","Sec-Ch-Ua-Platform":"\"Windows\"","Sec-Fetch-Dest":"empty","Sec-Fetch-Mode":"cors","Sec-Fetch-Site":"same-origin","User-Agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0"}, "req_body": "", "resp_data": "[超出记录长度]", "mod": "http", "request_id": "82b111c3-83b5-4c47-aec7-49abf6c32ef4", "trace_id": "0bd01fcd097c35c60b5b0146fb90075a", "device_id": "", "client_ip": "127.0.0.1", "http_method": "GET", "http_path": "/api/v1/jobs", "span_id": "4e0ef5837c13fe10"}
